key,name,kind,tier,lat,lon,km,mentions,sources,in,matched_as,unsearchable_forms,uri,first_seen
pl-579869,Ankyle Hypenerthen,settlement,pin,37.97665,23.75597,2.6,0,0,,,0,https://pleiades.stoa.org/places/579869,
pl-579870,Ankyle Kathyperthen,settlement,pin,37.98008,23.7504,2.0,0,0,,,0,https://pleiades.stoa.org/places/579870,
pl-540637,Ano Ktimeni,settlement,pin,39.1084,22.13127,186.8,0,0,,,0,https://pleiades.stoa.org/places/540637,
pl-540638,Ano Phteri,settlement,pin,38.88707,22.05633,176.8,0,0,,,0,https://pleiades.stoa.org/places/540638,
pl-540640,Anthela,shrine|archaeological site,pin,38.7979,22.5104,139.4,0,0,,,0,https://pleiades.stoa.org/places/540640,
pl-540642,Antikyra,settlement|port,pin,38.37544,22.62606,105.7,0,0,,,1,https://pleiades.stoa.org/places/540642,
pl-540641,Antikyra?,settlement,pin,38.85278,22.43053,148.7,0,0,,,1,https://pleiades.stoa.org/places/540641,
pl-540644,Antron(es),settlement,pin,38.95098,22.96748,126.3,0,0,,,0,https://pleiades.stoa.org/places/540644,
pl-579871,Anydros (mountain),mountain,wash,37.875,23.875,17.7,0,0,,,0,https://pleiades.stoa.org/places/579871,
pl-570088,Apelauron,"pass, ""gates"" (landform)",pin,37.84869,22.48757,109.8,0,0,,,0,https://pleiades.stoa.org/places/570088,
pl-570089,Aperopia (island),island,pin,37.33708,23.3269,80.1,0,0,,,0,https://pleiades.stoa.org/places/570089,
pl-570090,Apesas (mountain),mountain,pin,37.86667,22.73333,88.2,0,0,,,0,https://pleiades.stoa.org/places/570090,
pl-540645,Aphetai?,settlement,pin,39.14629,23.3124,134.2,0,0,,,0,https://pleiades.stoa.org/places/540645,
pl-573101,Aphrodisias/Aphrodisia,unlocated|ruin|settlement,pin,36.547,22.988,172.6,0,0,,,0,https://pleiades.stoa.org/places/573101,
pl-570093,Aphrodision,settlement,pin,37.38737,22.21822,148.4,0,0,,,1,https://pleiades.stoa.org/places/570093,
pl-570094,Aphrodision (mountain),mountain|map label location,pin,37.83192,21.90313,160.9,0,0,,,1,https://pleiades.stoa.org/places/570094,
pl-540647,Apidanos (river),"river, drainage",pin,39.3521,22.22102,200.6,0,0,,,0,https://pleiades.stoa.org/places/540647,
pl-792912222,Apidima Cave,cave|archaeological site,pin,36.66259,22.36244,190.1,0,0,,,0,https://pleiades.stoa.org/places/792912222,
pl-599502,Aplomata,"fort, tower (deprecated)",pin,37.10832,25.38468,175.6,0,0,,,0,https://pleiades.stoa.org/places/599502,
pl-570096,Apollo Korythos Sanctuary,sanctuary (religious center)|temple,pin,36.86404,21.91863,202.5,0,0,,,1,https://pleiades.stoa.org/places/570096,
pl-570097,"Apollo Maleatas, T.",sanctuary (religious center),pin,37.12702,22.71097,130.8,0,0,,,1,https://pleiades.stoa.org/places/570097,
pl-540653,"Apollo Nasiotas, T.",temple|island,pin,38.37693,22.40435,123.6,0,0,,,1,https://pleiades.stoa.org/places/540653,
pl-540654,"Apollo Tegyraios, T.",temple,pin,38.52059,23.03644,84.9,0,0,,,1,https://pleiades.stoa.org/places/540654,
pl-540655,"Apollo Thourios, T.",temple,pin,38.48689,22.84988,94.9,0,0,,,1,https://pleiades.stoa.org/places/540655,
pl-540650,"Apollo, T.",temple,pin,38.45399,23.25258,66.7,0,0,,,3,https://pleiades.stoa.org/places/540650,
pl-540652,"Apollo, T.",temple,pin,38.50132,24.12333,67.1,0,0,,,3,https://pleiades.stoa.org/places/540652,
pl-540651,"Apollo, T.",temple,pin,38.58507,23.80506,67.2,0,0,,,3,https://pleiades.stoa.org/places/540651,
pl-540649,"Apollo, T.",temple,pin,39.30349,23.12214,155.9,0,0,,,3,https://pleiades.stoa.org/places/540649,
pl-599508,Apollonas (quarry),quarry,pin,37.1791,25.54825,183.7,0,0,,,0,https://pleiades.stoa.org/places/599508,
pl-570098,Arachnaion (mountain),"mountain|church, monastery (deprecated)",pin,37.66895,22.98384,74.1,0,0,,,0,https://pleiades.stoa.org/places/570098,
pl-570099,Arainon,harbor|ruin|settlement|settlement-modern,pin,36.69619,22.52294,178.4,0,0,,,0,https://pleiades.stoa.org/places/570099,
pl-579876,Araphen,settlement|deme (Athenian),pin,38.01999,24.00167,24.4,0,0,,,0,https://pleiades.stoa.org/places/579876,
pl-435916987,Arcadian Gate,"gate (of a city), city gate|wall (of a city), city wall",pin,37.1867,21.91331,182.8,0,0,,,0,https://pleiades.stoa.org/places/435916987,
pl-235795850,Arch of Hadrian at Athens,arch,pin,37.97018,23.73201,1.6,0,0,,,0,https://pleiades.stoa.org/places/235795850,
pl-226716587,Archaeological Site at Plasi of Marathon,archaeological site,pin,38.12318,23.99475,28.1,0,0,,,0,https://pleiades.stoa.org/places/226716587,
pl-499782907,Archaic Temple at Ai Lia,church|temple,pin,38.16409,22.15683,138.9,0,0,,,0,https://pleiades.stoa.org/places/499782907,
pl-430178769,Archaic tholos tomb at Pharsalos,tomb,pin,39.29502,22.37113,187.4,0,0,,,0,https://pleiades.stoa.org/places/430178769,
pl-599512,Archilocheion,sanctuary (religious center)|archaeological site|settlement-modern,pin,37.08866,25.17362,161.8,0,0,,,1,https://pleiades.stoa.org/places/599512,
pl-523926373,Arcuated Building,building,pin,37.97407,23.72708,1.1,0,0,,,0,https://pleiades.stoa.org/places/523926373,
pl-582870,Ardettos,shrine|hill,wash,37.96826,23.74108,2.1,0,0,,,0,https://pleiades.stoa.org/places/582870,
pl-570103,Argolicus Sinus,"water, open",pin,37.38004,22.95611,95.5,0,0,,,0,https://pleiades.stoa.org/places/570103,
pl-570105,Argon Pedion,plain|map label location,pin,37.64918,22.46595,116.9,0,0,,,0,https://pleiades.stoa.org/places/570105,
pl-540660,Argoura,settlement,pin,38.40431,23.66316,47.1,0,0,,,0,https://pleiades.stoa.org/places/540660,
pl-570107,Aris (river),"river, drainage",pin,37.08069,22.04431,179.2,0,0,,,1,https://pleiades.stoa.org/places/570107,
pl-570108,Aristera Ins.,island,pin,37.21497,23.17824,98.2,0,0,,,0,https://pleiades.stoa.org/places/570108,
pl-570109,Aristonautai,settlement,pin,38.07681,22.63574,96.2,0,0,,,0,https://pleiades.stoa.org/places/570109,
pl-770053487,Arkadiko Bridge,bridge,pin,37.59556,22.93917,81.6,0,0,,,0,https://pleiades.stoa.org/places/770053487,
pl-540661,Arkhampolis,settlement,pin,38.08561,24.55728,73.5,0,0,,,0,https://pleiades.stoa.org/places/540661,
pl-540663,Arne,settlement,pin,38.48288,22.93328,88.8,0,0,,,4,https://pleiades.stoa.org/places/540663,
pl-570112,Aroania (mountain),mountain,pin,37.974,22.207,133.3,0,0,,,0,https://pleiades.stoa.org/places/570112,
pl-570114,Aroanios (Arcadia: river above Kleitor),"river, drainage",pin,37.88803,22.14225,139.4,0,0,,,0,https://pleiades.stoa.org/places/570114,
pl-540664,"Artemis Diktynnaia, T.",temple,pin,38.41557,22.65553,105.3,0,0,,,1,https://pleiades.stoa.org/places/540664,
pl-540665,"Artemis Elaphebolia, T.",sanctuary (religious center)|temple,pin,38.6367,22.89554,102.7,0,0,,,1,https://pleiades.stoa.org/places/540665,
pl-540667,Artemision,sanctuary (religious center)|temple,pin,39.01405,23.22138,122.7,0,0,,,1,https://pleiades.stoa.org/places/540667,
pl-599525,Artemision,sanctuary (religious center),pin,37.38853,25.25009,149.4,0,0,,,1,https://pleiades.stoa.org/places/599525,
pl-570121,Artemision (mountain),mountain,pin,37.61978,22.51488,114.0,0,0,,,1,https://pleiades.stoa.org/places/570121,
pl-570122,Asea,settlement|archaeological site,pin,37.40533,22.28297,142.4,0,0,,,3,https://pleiades.stoa.org/places/570122,
pl-673950517,Asea Vigla,temple,pin,37.43386,22.32487,137.7,0,0,,,0,https://pleiades.stoa.org/places/673950517,
pl-535233377,Ash Altar of Zeus Lykaios,shrine,pin,37.44662,21.98886,164.2,0,0,,,0,https://pleiades.stoa.org/places/535233377,
pl-570123,Asinaeus/Coronaeus Sinus,"water, open",pin,36.71315,22.20219,195.3,0,0,,,0,https://pleiades.stoa.org/places/570123,
pl-570124,Asine,settlement,pin,37.53589,22.86892,90.4,0,0,,,3,https://pleiades.stoa.org/places/570124,
pl-570126,Asine,settlement-modern,pin,36.6685,22.49994,182.1,0,0,,,3,https://pleiades.stoa.org/places/570126,
pl-570125,Asine,castle|settlement,pin,36.79451,21.96327,204.4,0,0,,,4,https://pleiades.stoa.org/places/570125,
pl-322517289,Asklepieion and Lerna,sanctuary (religious center)|temple,pin,37.91063,22.87729,75.0,0,0,,,0,https://pleiades.stoa.org/places/322517289,
pl-91539310,Asklepieion at Eleusis,sanctuary (religious center),wash,38.04126,23.53753,17.8,0,0,,,0,https://pleiades.stoa.org/places/91539310,
pl-346004679,Asklepieion at Zea,sanctuary (religious center)|archaeological site,pin,37.93698,23.65311,8.3,0,0,,,3,https://pleiades.stoa.org/places/346004679,
pl-52154983,Asklepieion of Messene,sanctuary (religious center)|archaeological site,pin,37.17544,21.92042,182.9,0,0,,,0,https://pleiades.stoa.org/places/52154983,
pl-627870063,Asklepieion of Pheneos,sanctuary (religious center),pin,37.90904,22.30752,124.8,0,0,,,0,https://pleiades.stoa.org/places/627870063,
pl-599529,"Asklepieion, Thesmophorion?, Apollo, T.",sanctuary (religious center),pin,37.07812,25.1408,160.2,0,0,,,2,https://pleiades.stoa.org/places/599529,
pl-540670,Askra,settlement,pin,38.32822,23.07538,68.7,0,0,,,0,https://pleiades.stoa.org/places/540670,
pl-570129,Asopos,ruin|settlement,pin,36.6845,22.8426,164.3,0,0,,,3,https://pleiades.stoa.org/places/570129,
pl-540672,Asopos (river),"river, drainage",pin,38.29226,23.61326,35.7,0,0,,,4,https://pleiades.stoa.org/places/540672,
pl-579880,Asopos (river),"river, drainage",wash,38.375,23.625,44.4,0,0,,,2,https://pleiades.stoa.org/places/579880,
pl-570131,Asopos (river),"river, drainage",wash,37.75,22.75,89.7,0,0,,,4,https://pleiades.stoa.org/places/570131,
pl-606274,Asopos (river),"unlocated|river, drainage",wash,37.06519,25.19847,165.1,0,0,,,4,https://pleiades.stoa.org/places/606274,
pl-570132,Aspis (island),island,pin,37.859,23.14124,53.3,0,0,,,0,https://pleiades.stoa.org/places/570132,
pl-540673,Aspledon/Eudeielos,settlement,pin,38.541,22.99272,89.2,0,0,,,0,https://pleiades.stoa.org/places/540673,
pl-589714,Aspros Pyrgos,tower (single)|cistern,pin,36.9326,24.738,147.0,0,0,,,0,https://pleiades.stoa.org/places/589714,
pl-570133,Asterion (river),"river, drainage",pin,37.68593,22.80409,87.6,0,0,,,0,https://pleiades.stoa.org/places/570133,
pl-579882,Astypalaia (promontory),"cape, promontory, promuntory",pin,37.71516,23.92404,34.5,0,0,,,0,https://pleiades.stoa.org/places/579882,
pl-540675,Atalante (island),island,pin,38.67352,23.09538,94.5,0,0,,,0,https://pleiades.stoa.org/places/540675,
pl-579883,Atene,fort|deme (Athenian),pin,37.67535,23.96642,40.2,0,0,,,1,https://pleiades.stoa.org/places/579883,
pl-540678,"Athena Itonia?, T.",sanctuary (religious center),pin,38.39999,22.99875,78.7,0,0,,,2,https://pleiades.stoa.org/places/540678,
pl-540679,Athena Kranaia (temple),sanctuary (religious center)|archaeological site|temple,pin,38.65783,22.81066,109.6,0,0,,,1,https://pleiades.stoa.org/places/540679,
pl-599540,"Athena Poliouchos, T.",sanctuary (religious center),pin,37.12082,25.4401,178.9,0,0,,,1,https://pleiades.stoa.org/places/599540,
pl-540680,"Athena, T.",sanctuary (religious center),pin,38.78727,22.37189,148.1,0,0,,,2,https://pleiades.stoa.org/places/540680,
pl-540681,Athenai Diades,settlement,pin,38.84228,22.9829,115.4,0,0,,,0,https://pleiades.stoa.org/places/540681,
pl-570138,Athenaion (fortification),fort|ruin,pin,37.27913,22.25739,151.3,0,0,,,1,https://pleiades.stoa.org/places/570138,
pl-570137,Athenaion (settlement),settlement,pin,37.393,22.244,146.1,0,0,,,2,https://pleiades.stoa.org/places/570137,
pl-707804475,Athenian Treasury at Delphi,treasury (deprecated),pin,38.48182,22.50127,120.6,0,0,,,0,https://pleiades.stoa.org/places/707804475,
pl-579887,Athmonon,settlement|deme (Athenian),pin,38.05513,23.81155,10.8,0,0,,,0,https://pleiades.stoa.org/places/579887,
pl-599544,Aulon,labeled feature|map label location,pin,37.03887,25.40277,181.3,0,0,,,0,https://pleiades.stoa.org/places/599544,
pl-585892,Auridai,unlocated|deme (Athenian),wash,38.125,23.625,18.1,0,0,,,0,https://pleiades.stoa.org/places/585892,
pl-570143,Azania,region|map label location,pin,37.79723,22.11007,143.4,0,0,,,0,https://pleiades.stoa.org/places/570143,
pl-579890,Azenia?,settlement|deme (Athenian),pin,38.14776,23.52432,25.5,0,0,,,0,https://pleiades.stoa.org/places/579890,
pl-576630079,Bakcheion,shrine,pin,37.97155,23.72143,1.5,0,0,,,0,https://pleiades.stoa.org/places/576630079,
pl-570146,Balyra (river),"river, drainage",pin,37.17298,21.96941,179.2,0,0,,,2,https://pleiades.stoa.org/places/570146,
pl-949635163,"Barnavos, Chamber Tomb C1749",tomb,pin,37.80703,22.69188,93.0,0,0,,,0,https://pleiades.stoa.org/places/949635163,
pl-660349527,Basilica of Lechaion,"church, monastery (deprecated)",pin,37.934,22.88418,74.1,0,0,,,0,https://pleiades.stoa.org/places/660349527,
pl-288803012,Basilica of Thyrsos,"church, monastery (deprecated)",pin,37.46378,22.42662,128.2,0,0,,,0,https://pleiades.stoa.org/places/288803012,
pl-570147,Basilis,settlement,pin,37.44488,22.06813,157.8,0,0,,,0,https://pleiades.stoa.org/places/570147,
pl-570148,Bassai,temple,pin,37.42964,21.90032,172.1,0,0,,,0,https://pleiades.stoa.org/places/570148,
pl-579892,Bate?,settlement,pin,37.99423,23.7617,3.2,0,0,,,2,https://pleiades.stoa.org/places/579892,
pl-276064291,Bath at northwest foot of the Areopagus,"bath, spa",pin,37.97374,23.72148,1.2,0,0,,,0,https://pleiades.stoa.org/places/276064291,
pl-570149,Bathos,settlement,pin,37.45457,22.07125,157.1,0,0,,,0,https://pleiades.stoa.org/places/570149,
pl-570150,Belbina (island),island,pin,37.47661,23.92397,59.0,0,0,,,3,https://pleiades.stoa.org/places/570150,
pl-579893,Beletsi,fort,pin,38.21667,23.81667,27.0,0,0,,,0,https://pleiades.stoa.org/places/579893,
pl-570151,Belmina,settlement|settlement-modern,pin,37.28208,22.26904,150.3,0,0,,,3,https://pleiades.stoa.org/places/570151,
pl-570152,Belminatis,region|map label location,pin,37.30259,22.25986,149.8,0,0,,,0,https://pleiades.stoa.org/places/570152,
pl-935360966,Bema,platform,pin,37.97512,23.7239,1.0,0,0,,,2,https://pleiades.stoa.org/places/935360966,
pl-866381505,Bema of Phaidros,platform,pin,37.97026,23.72778,1.5,0,0,,,0,https://pleiades.stoa.org/places/866381505,
pl-573141,Bembina,unlocated|settlement,wash,37.8089,22.71082,91.3,0,0,,,0,https://pleiades.stoa.org/places/573141,
pl-928072777,Benches on Kolonos Agoraios,"earthwork|theatre, theater",pin,37.97547,23.72194,1.0,0,0,,,0,https://pleiades.stoa.org/places/928072777,
pl-579894,Besa,settlement|deme (Athenian),pin,37.74653,24.00771,36.1,0,0,,,1,https://pleiades.stoa.org/places/579894,
pl-570154,Bia(n)dyna,settlement,pin,36.75281,22.80159,159.5,0,0,,,0,https://pleiades.stoa.org/places/570154,
pl-573142,Bias (river),"unlocated|river, drainage",wash,37.11035,21.90598,187.7,0,0,,,3,https://pleiades.stoa.org/places/573142,
pl-540691,Boion,settlement,pin,38.65814,22.44741,134.5,0,0,,,0,https://pleiades.stoa.org/places/540691,
pl-570158,Boreion (mountain),mountain,pin,37.42096,22.25133,144.2,0,0,,,0,https://pleiades.stoa.org/places/570158,
pl-579896,Boudoron,"fort, tower (deprecated)",pin,37.98114,23.4219,26.8,0,0,,,0,https://pleiades.stoa.org/places/579896,
pl-540692,Boudoros (river),"river, drainage",wash,38.83463,23.47194,97.2,0,0,,,0,https://pleiades.stoa.org/places/540692,
pl-570160,Boukephala? Pr.,"cape, promontory, promuntory",wash,37.25,23.25,91.8,0,0,,,0,https://pleiades.stoa.org/places/570160,
pl-570161,Boukephalos,settlement|port,pin,37.82931,23.12757,55.4,0,0,,,0,https://pleiades.stoa.org/places/570161,
pl-235166067,Bouleuterion of Onchestos,architectural complex|temple,pin,38.36239,23.14404,66.1,0,0,,,0,https://pleiades.stoa.org/places/235166067,
pl-540694,Boulis,settlement,pin,38.27645,22.80291,87.2,0,0,,,0,https://pleiades.stoa.org/places/540694,
pl-540695,Boumelit(ei)a,settlement,pin,38.58892,23.19241,81.9,0,0,,,1,https://pleiades.stoa.org/places/540695,
pl-570163,Bounali tou Barba Spiro,settlement,pin,36.75909,24.52088,153.2,0,0,,,0,https://pleiades.stoa.org/places/570163,
pl-570164,Bouphagion?,settlement,pin,37.54908,21.99749,159.6,0,0,,,0,https://pleiades.stoa.org/places/570164,
pl-570165,Bouporthmos (mountain),mountain|map label location,pin,37.35604,23.26403,80.8,0,0,,,0,https://pleiades.stoa.org/places/570165,
pl-570167,Bouraikos (river),"river, drainage",wash,38.25,22.25,132.6,0,0,,,0,https://pleiades.stoa.org/places/570167,
pl-32079425,Bouri cult site (Megara),sanctuary (religious center)|archaeological site,pin,38.07474,23.17165,49.7,0,0,,,0,https://pleiades.stoa.org/places/32079425,
pl-448145857,Bouros-Kastri peninsula,peninsula,pin,37.96515,24.52568,70.0,0,0,,,0,https://pleiades.stoa.org/places/448145857,
pl-579897,Boutadai,settlement|deme (Athenian),pin,37.98761,23.71039,1.6,0,0,,,0,https://pleiades.stoa.org/places/579897,
pl-570168,Brenthe,settlement,pin,37.48369,22.04289,158.2,0,0,,,0,https://pleiades.stoa.org/places/570168,
pl-855842356,Bridge at Eleonas,bridge,pin,37.98775,23.69396,3.0,0,0,,,0,https://pleiades.stoa.org/places/855842356,
pl-805065997,Bronze Athena/Athena Promachos,monument,pin,37.97182,23.72566,1.3,0,0,,,0,https://pleiades.stoa.org/places/805065997,
pl-809893516,Building B,building|temple,pin,37.97186,23.72498,1.3,0,0,,,0,https://pleiades.stoa.org/places/809893516,
pl-517288793,Building III on the Athenian Acropolis,building,pin,37.9722,23.7259,1.3,0,0,,,0,https://pleiades.stoa.org/places/517288793,
pl-747002130,Building IV on the Athenian Acropolis,building,pin,37.9715,23.728,1.4,0,0,,,0,https://pleiades.stoa.org/places/747002130,
pl-993507722,Building V on the Athenian Acropolis,building,wash,37.97169,23.72648,1.3,0,0,,,0,https://pleiades.stoa.org/places/993507722,
pl-400626651,Byzantine fort at Halos,fort,pin,39.14319,22.81098,151.6,0,0,,,0,https://pleiades.stoa.org/places/400626651,
pl-239936126,Cadmea,acropolis,pin,38.32073,23.31773,51.8,0,0,,,0,https://pleiades.stoa.org/places/239936126,
pl-996483532,Castle of Dokos,castle,pin,37.34581,23.34781,78.4,0,0,,,0,https://pleiades.stoa.org/places/996483532,
pl-772945364,Castle of Paralio Astros,castle|ruin,pin,37.41836,22.76703,105.3,0,0,,,0,https://pleiades.stoa.org/places/772945364,
pl-694364581,Catacombs of Trypiti,"catacomb, cemetery, necropolis",pin,36.73731,24.42369,151.6,0,0,,,0,https://pleiades.stoa.org/places/694364581,
pl-870756929,Cave of Apollo,cave|shrine,pin,37.972,23.72488,1.3,0,0,,,0,https://pleiades.stoa.org/places/870756929,
pl-486617493,Cave of Pan,cave,pin,37.97204,23.72513,1.3,0,0,,,0,https://pleiades.stoa.org/places/486617493,
pl-580056,Cave of Pan and the Nymphs,sanctuary (religious center)|cave,pin,37.85816,23.80182,15.4,0,0,,,0,https://pleiades.stoa.org/places/580056,
pl-83772052,Cave of the Lakes,cave,pin,37.9597,22.13982,139.2,0,0,,,0,https://pleiades.stoa.org/places/83772052,
pl-540702,Chalai(on),settlement,pin,39.18854,22.3932,177.2,0,0,,,0,https://pleiades.stoa.org/places/540702,
pl-30347988,Chalandriani,"catacomb, cemetery, necropolis|settlement-modern",pin,37.48477,24.93574,119.9,0,0,,,0,https://pleiades.stoa.org/places/30347988,
pl-540704,Chaleion,settlement,pin,38.378,22.38728,125.1,0,0,,,0,https://pleiades.stoa.org/places/540704,
pl-540705,Chalia,church|settlement,pin,38.48832,23.57238,57.7,0,0,,,0,https://pleiades.stoa.org/places/540705,
pl-764971247,Chalkotheke,treasury (deprecated),pin,37.97132,23.72583,1.4,0,0,,,2,https://pleiades.stoa.org/places/764971247,
pl-570171,Chaon (mountain),mountain|map label location,pin,37.60177,22.6339,105.1,0,0,,,2,https://pleiades.stoa.org/places/570171,
pl-540709,Charadra,settlement,pin,38.64094,22.48957,130.4,0,0,,,1,https://pleiades.stoa.org/places/540709,
pl-579900,Charadra (river),"river, drainage",wash,38.125,23.875,20.3,0,0,,,1,https://pleiades.stoa.org/places/579900,
pl-570173,Charadros (river),"river, drainage",pin,37.63224,22.66556,101.2,0,0,,,0,https://pleiades.stoa.org/places/570173,
pl-585899,Chastia,unlocated|settlement-modern|deme (Athenian),pin,38.10362,23.66938,14.3,0,0,,,0,https://pleiades.stoa.org/places/585899,
pl-21258154,Chelmos Castle,castle|ruin,pin,37.27923,22.2583,151.2,0,0,,,0,https://pleiades.stoa.org/places/21258154,
pl-573169,Chelydorea (mountain),unlocated|mountain,wash,37.93972,22.39693,116.8,0,0,,,0,https://pleiades.stoa.org/places/573169,
pl-570176,Chersonesos Pr.,"cape, promontory, promuntory",wash,37.75,23.25,49.3,0,0,,,1,https://pleiades.stoa.org/places/570176,
pl-540710,Chersonesos? Pr.,"cape, promontory, promuntory",wash,38.75,24.25,96.6,0,0,,,1,https://pleiades.stoa.org/places/540710,
pl-570177,Choireios (river),"river, drainage",wash,36.75,22.25,189.4,0,0,,,0,https://pleiades.stoa.org/places/570177,
pl-579902,Cholargos,settlement|deme (Athenian),pin,38.05644,23.73906,8.1,0,0,,,0,https://pleiades.stoa.org/places/579902,
pl-579903,Choma?,settlement,pin,37.94655,23.64449,8.4,0,0,,,2,https://pleiades.stoa.org/places/579903,
pl-813654446,Choragic Monument of Lysicrates,monument,pin,37.97108,23.72994,1.4,0,0,,,0,https://pleiades.stoa.org/places/813654446,
pl-540711,Chorsiai,settlement,wash,38.25119,22.88736,79.3,0,0,,,11,https://pleiades.stoa.org/places/540711,
pl-133416747,Church of St. Demetrios Katephores,"church|findspot, place of finding, find place|wall (of a city), city wall|archaeological site",pin,37.9738,23.72911,1.1,0,0,,,0,https://pleiades.stoa.org/places/133416747,
pl-540713,Cicynethus (island),island,pin,39.1608,23.07718,142.6,0,0,,,0,https://pleiades.stoa.org/places/540713,
pl-650003009,City Eleusinion at Athens,sanctuary (religious center)|architectural complex,pin,37.97331,23.72492,1.2,0,0,,,1,https://pleiades.stoa.org/places/650003009,
pl-988478845,City Wall (Salamis: Ampelaki Bay),"wall (of a city), city wall",pin,37.95052,23.53958,16.9,0,0,,,0,https://pleiades.stoa.org/places/988478845,
pl-830424823,Classical Temple at Ai Lia,temple,pin,38.16415,22.15614,139.0,0,0,,,0,https://pleiades.stoa.org/places/830424823,
pl-234032029,Clepsydra of the Oropos Amphiareion,sanctuary (religious center),pin,38.29063,23.8454,35.6,0,0,,,0,https://pleiades.stoa.org/places/234032029,
pl-540715,Copais L.,lake,pin,38.44709,23.06873,77.2,0,0,,,0,https://pleiades.stoa.org/places/540715,
pl-131418574,Corinth Canal,canal,pin,37.93412,22.98469,65.4,0,0,,,0,https://pleiades.stoa.org/places/131418574,
pl-309736112,Corinth Theater,"theatre, theater",pin,37.90693,22.87699,75.1,0,0,,,0,https://pleiades.stoa.org/places/309736112,
pl-570180,Corinthia,region|map label location,pin,37.90844,22.81066,80.8,0,0,,,0,https://pleiades.stoa.org/places/570180,
pl-570181,Corinthiacus Sinus,"water, open",pin,38.2309,22.57081,104.9,0,0,,,0,https://pleiades.stoa.org/places/570181,
pl-991373,Creta,diocese (later Roman Empire),wash,37.5,22.5,120.6,0,0,,,0,https://pleiades.stoa.org/places/991373,
pl-540718,Crisaeus Sinus,"water, open|bay",pin,38.39966,22.43906,121.7,0,0,,,0,https://pleiades.stoa.org/places/540718,
pl-251170827,Crossroads Enclosure,shrine,pin,37.97601,23.72256,1.0,0,0,,,0,https://pleiades.stoa.org/places/251170827,
pl-682104977,Cyclopean Bridge of Agios Ioannis,bridge,pin,37.7212,22.75301,90.4,0,0,,,0,https://pleiades.stoa.org/places/682104977,
pl-61966026,Dafni Pan cave (Attica),cave,pin,38.01127,23.63113,9.0,0,0,,,0,https://pleiades.stoa.org/places/61966026,
pl-579905,Daidalidai,settlement|deme (Athenian),pin,37.95704,23.74989,3.6,0,0,,,0,https://pleiades.stoa.org/places/579905,
pl-606653928,Daphni Monastery,"monastery|wall (defensive)|church, monastery (deprecated)",pin,38.01306,23.63588,8.7,0,0,,,0,https://pleiades.stoa.org/places/606653928,
pl-540721,Daphnos (river),"river, drainage",wash,38.75,22.25,154.4,0,0,,,0,https://pleiades.stoa.org/places/540721,
pl-540722,Daphnous,settlement,pin,38.74867,22.87886,112.7,0,0,,,0,https://pleiades.stoa.org/places/540722,
pl-570188,Dasea(i),settlement,pin,37.3935,22.07302,159.7,0,0,,,0,https://pleiades.stoa.org/places/570188,
pl-579906,Deiradiotai?,settlement|deme (Athenian),pin,37.82418,24.04127,32.8,0,0,,,0,https://pleiades.stoa.org/places/579906,
pl-579907,Dekeleia,"catacomb, cemetery, necropolis|deme (Athenian)",pin,38.13303,23.79187,17.5,0,0,,,0,https://pleiades.stoa.org/places/579907,
pl-540725,Delion,settlement,pin,38.34621,23.66135,40.7,0,0,,,1,https://pleiades.stoa.org/places/540725,
pl-599586,Delion,sanctuary (religious center),pin,37.10347,25.15482,159.4,0,0,,,1,https://pleiades.stoa.org/places/599586,
pl-599588,Delos (island),island,pin,37.39202,25.27024,150.9,0,0,,,1,https://pleiades.stoa.org/places/599588,
pl-599587,Delos (settlement),settlement|monument,pin,37.39727,25.26819,150.4,0,0,,,1,https://pleiades.stoa.org/places/599587,
pl-93346604,Delos Main Harbor,"harbor|coast, shore",pin,37.39994,25.26535,150.1,0,0,,,0,https://pleiades.stoa.org/places/93346604,
pl-152199037,Delos Synagogue,synagogue,pin,37.40486,25.27458,150.6,0,0,,,0,https://pleiades.stoa.org/places/152199037,
pl-585725955,Delphinion,temple,pin,37.96857,23.73299,1.8,0,0,,,1,https://pleiades.stoa.org/places/585725955,
pl-540727,Delphinion,settlement,pin,38.3086,23.85114,37.7,0,0,,,1,https://pleiades.stoa.org/places/540727,
pl-579909,Dema,fort,pin,38.07142,23.67316,10.8,0,0,,,1,https://pleiades.stoa.org/places/579909,
pl-726345182,Dema House,archaeological site,pin,38.06612,23.66699,10.6,0,0,,,0,https://pleiades.stoa.org/places/726345182,
pl-288889217,Dema Tower,tower (defensive),pin,38.06938,23.66882,10.8,0,0,,,0,https://pleiades.stoa.org/places/288889217,
pl-585132,Dema wall,wall (defensive)|wall,pin,38.07429,23.66804,11.3,0,0,,,2,https://pleiades.stoa.org/places/585132,
pl-579910,Demeter Sanctuary (Eleusis),sanctuary (religious center)|archaeological site,pin,38.04145,23.53759,17.8,0,0,,,2,https://pleiades.stoa.org/places/579910,
pl-540728,"Demeter, T.",temple,pin,38.63555,22.55235,125.6,0,0,,,2,https://pleiades.stoa.org/places/540728,
pl-540730,Demetrias (Magnesian),settlement,pin,39.34348,22.92403,166.5,0,0,,,1,https://pleiades.stoa.org/places/540730,
pl-540731,Demetrion?,settlement,pin,39.28865,22.89643,162.1,0,0,,,0,https://pleiades.stoa.org/places/540731,
pl-411520116,Dendra,"catacomb, cemetery, necropolis",pin,37.65689,22.8255,87.2,0,0,,,0,https://pleiades.stoa.org/places/411520116,
