key,name,kind,tier,lat,lon,km,mentions,sources,in,matched_as,unsearchable_forms,uri,first_seen
pl-579885,Athenae,settlement,wash,37.97164,23.72391,1.4,534,61,shakespeare-william/02-first-folio.md(58); shakespeare-william/33-timon-of-athens.md(48); thucydides/02-the-funeral-oration.md(39); thucydides/05-the-sicilian-expedition.md(32),ATHENS|Athen|Athenae|Athens,0,https://pleiades.stoa.org/places/579885,"Knatchbull, pp. 113-115. Symeon Seth (Athens edition), p. 16. John of Capua,"
pl-570182,Corinthus/Korinthos,settlement|archaeological site,pin,37.90564,22.87861,74.9,75,27,thucydides/05-the-sicilian-expedition.md(7); shakespeare-william/02-first-folio.md(7); thucydides/06-the-defeat.md(6); shakespeare-william/05-errors.md(6),Corinth|Corinthus,0,https://pleiades.stoa.org/places/570182,"herd who took him to his master, the King of Corinth. Polybus being childless adopted the"
pl-541138,Thebai/Thebae,"settlement|archaeological site|findspot, place of finding, find place",pin,38.31995,23.31765,51.8,108,25,theseus/05-oedipus-at-colonus.md(23); shakespeare-william/38-two-noble-kinsmen.md(22); apollo/07-sophocles-oedipus.md(17); apollo/08-pindar-pythian.md(14),THEBES|Thebes,5,https://pleiades.stoa.org/places/541138,"ARGUMENT To Laius, King of Thebes, an oracle foretold that the child bor"
pl-540726,Delphi,sanctuary (religious center)|settlement,pin,38.48229,22.50117,120.6,116,24,lycurgus/06-herodotus-book-one.md(36); apollo/08-pindar-pythian.md(26); theseus/00-plutarch-theseus.md(7); plutarch/01-theseus.md(7),Delphi|Pytho,5,https://pleiades.stoa.org/places/540726,"2-206) Leto's all-glorious son goes to rocky Pytho, playing upon his hollow lyre, clad in"
pl-570106,Argos,settlement|archaeological site,pin,37.63105,22.72038,96.8,57,24,theseus/05-oedipus-at-colonus.md(7); thucydides/03-the-plague.md(6); lycurgus/06-herodotus-book-one.md(6); apollo/08-pindar-pythian.md(5),Argos,2,https://pleiades.stoa.org/places/570106,"free her. She shall grow old in my house at Argos far from her own home, busying herself"
pl-570577,Peloponnesus/Peloponnesos/Peloponnese,peninsula|region,wash,37.09278,22.33596,157.7,120,23,herodotus/04-salamis.md(20); thucydides/06-the-defeat.md(18); thucydides/02-the-funeral-oration.md(14); thucydides/05-the-sicilian-expedition.md(11),Peloponnese|Peloponnesus,3,https://pleiades.stoa.org/places/570577,"rfect hecatombs, both those who live in rich Peloponnesus and those of Europe and all the"
pl-570685,Sparta,"settlement|temple, sanctuary, shrine, monument, tomb (deprecated)|temple|archaeological site",pin,37.08178,22.42467,152.5,107,23,lycurgus/01-plutarch-lycurgus.md(26); lycurgus/03-xenophon-lacedaemonians.md(17); lycurgus/05-plutarch-agis.md(14); herodotus/03-thermopylai.md(10),Sparta,0,https://pleiades.stoa.org/places/570685,"all I of Athenians take reward of thanks, at Sparta when I shall tell in a song to come of"
pl-570406,Lacedaemon/Laconia,region|map label location,pin,37.04573,22.66035,140.5,94,19,lycurgus/01-plutarch-lycurgus.md(15); lycurgus/04-aristotle-politics-two.md(11); thucydides/02-the-funeral-oration.md(10); thucydides/05-the-sicilian-expedition.md(10),Lacedaemon|Laconia|Lakedaimon,0,https://pleiades.stoa.org/places/570406,"then they would have gone forth from mighty Lakedaimon, and from the Argive gulf, and fro"
pl-1001896,Hellas (Late Roman province),province,wash,37.5,22.5,120.6,87,15,thucydides/01-the-method.md(21); thucydides/05-the-sicilian-expedition.md(14); herodotus/04-salamis.md(11); lycurgus/06-herodotus-book-one.md(8),Hellas,2,https://pleiades.stoa.org/places/1001896,"hurled their youth into the sea, to deliver Hellas from the bondage of the oppressor. Fr"
pl-540703,Chalcis,settlement,pin,38.45714,23.62194,53.4,51,15,flavius-josephus/01-antiquities.md(12); flavius-josephus/02-wars-of-the-jews.md(9); flavius-josephus/antiquities-book-20.md(7); flavius-josephus/wars-book-02.md(7),Chalcis|Chalkis,0,https://pleiades.stoa.org/places/540703,"and the men of Pylos; past Cruni it went and Chalcis and past Dyme and fair Elis, where th"
pl-479670108,Academy/Akademeia/Akademia,archaeological site,pin,37.99245,23.70735,2.0,24,15,george-washington/02-journal-over-the-mountains.md(4); augustus-caesar/02-the-inscription.md(3); einstein-albert/05-sidelights.md(3); george-washington/05-masonic-correspondence.md(2),Academy,0,https://pleiades.stoa.org/places/479670108,"made his home while attending Mr. William's Academy. Austin is, or has been, in Virginia"
pl-570468,Megara,settlement,pin,37.98508,23.34016,33.9,29,14,thucydides/05-the-sicilian-expedition.md(8); theseus/00-plutarch-theseus.md(4); plutarch/01-theseus.md(4); herodotus/04-salamis.md(2),Megara,0,https://pleiades.stoa.org/places/570468,"beneath the hands of the adversary. Now at Megara also hast thou won a prize, and in sec"
pl-540775,Euboea (island),island,pin,38.53,23.87,62.0,28,13,thucydides/02-the-funeral-oration.md(4); thucydides/06-the-defeat.md(4); plutarch/05-pericles.md(4); herodotus/04-salamis.md(3),Euboea,1,https://pleiades.stoa.org/places/540775,"hip of Athens, and in the isle of Aegina and Euboea, famous for ships, in Aegae and Eiresi"
pl-579888,Attica,region,wash,38.03333,23.65,8.7,65,12,thucydides/02-the-funeral-oration.md(13); herodotus/04-salamis.md(8); thucydides/03-the-plague.md(8); theseus/00-plutarch-theseus.md(8),Attica,0,https://pleiades.stoa.org/places/579888,amely in order that they might remove out of Attica to a place of safety their children an
pl-594947,Apollonia,unlocated|settlement,wash,36.97358,24.69879,141.3,39,12,julius-caesar/civil-war-3.md(14); cleopatra/05-suetonius-augustus.md(5); plutarch/10-marcus-brutus.md(5); augustus-caesar/02-the-inscription.md(3),Apollonia,0,https://pleiades.stoa.org/places/594947,"ed to fix his winter quarters at Dyrrachium, Apollonia, and the other sea-ports, to hinder"
pl-579874,Aphrodite sanctuary at Dafni,sanctuary (religious center),pin,38.0128,23.6159,10.3,26,12,flavius-josephus/02-wars-of-the-jews.md(5); apollo/05-ovid-daphne.md(4); flavius-josephus/01-antiquities.md(3); flavius-josephus/wars-book-04.md(3),Daphne,1,https://pleiades.stoa.org/places/579874,"[I.452-567] Apollo, falling in love with Daphne, the daughter of the river Peneus, s"
pl-579945,Helena (island),island,pin,37.69066,24.12125,47.5,280,11,shakespeare-william/02-all-s-well-that-ends-well.md(126); shakespeare-william/24-a-midsummer-night-s-dream.md(71); shakespeare-william/02-first-folio.md(34); flavius-josephus/01-antiquities.md(18),HELENA|Helena,0,https://pleiades.stoa.org/places/579945,"married a Fairfax, and was stationed at St. Helena in 1716-17, and subsequently at the Ba"
pl-579878,Artemis Tauropolos temple,sanctuary (religious center)|settlement,pin,37.97975,24.00891,24.7,37,9,theseus/04-hippolytus.md(23); apollo/01-homeric-hymn-delian.md(3); apollo/08-pindar-pythian.md(3); apollo/07-sophocles-oedipus.md(2),ARTEMIS|Artemis,1,https://pleiades.stoa.org/places/579878,"bare glorious children, the lord Apollo and Artemis who delights in arrows; her in Ortygi"
pl-579920,Eleusis,settlement|deme (Athenian),pin,38.0411,23.5374,17.8,22,9,herodotus/04-salamis.md(4); thucydides/02-the-funeral-oration.md(4); theseus/00-plutarch-theseus.md(4); plutarch/01-theseus.md(4),Eleusis,0,https://pleiades.stoa.org/places/579920,"when a battle was fought by the Athenians at Eleusis against the neighbouring people, he b"
pl-995644788,"Tholos at the Sanctuary of Asklepios, Epidauros",sanctuary (religious center)|temple,pin,37.59841,23.07405,71.6,13,9,thucydides/03-the-plague.md(2); thucydides/05-the-sicilian-expedition.md(2); thucydides/06-the-defeat.md(2); theseus/04-hippolytus.md(2),Epidaurus,3,https://pleiades.stoa.org/places/995644788,n Attica in the Paralian region. Arriving at Epidaurus in Peloponnese they ravaged most of
pl-570085,A(n)thene,settlement,pin,37.45039,22.6695,110.4,21,8,lycurgus/06-herodotus-book-one.md(10); apollo/08-pindar-pythian.md(3); herodotus/04-salamis.md(2); thucydides/02-the-funeral-oration.md(2),Athene,0,https://pleiades.stoa.org/places/570085,"oice immortal, O tell me. (Ant. 1) First on Athene I call; O Zeus-born goddess, defend!"
pl-540639,Anthedon,settlement|port,pin,38.49769,23.45165,62.0,20,8,flavius-josephus/01-antiquities.md(5); flavius-josephus/02-wars-of-the-jews.md(5); flavius-josephus/wars-book-01.md(4); flavius-josephus/antiquities-book-13.md(2),Anthedon,0,https://pleiades.stoa.org/places/540639,"he maritime parts of the country, Raphia and Anthedon, [the name of which king Herod after"
pl-580021,Marathon,settlement|deme (Athenian),pin,38.14655,23.97015,27.9,19,8,lycurgus/06-herodotus-book-one.md(4); theseus/00-plutarch-theseus.md(4); plutarch/01-theseus.md(4); apollo/08-pindar-pythian.md(3),Marathon,0,https://pleiades.stoa.org/places/580021,"victory B.C. 490, the year of the battle of Marathon. He was a member of the great house"
pl-579844,Aegina (island),island,pin,37.73456,23.4893,34.7,18,8,apollo/08-pindar-pythian.md(5); thucydides/02-the-funeral-oration.md(3); thucydides/06-the-defeat.md(3); thucydides/01-the-method.md(2),AIGINA|Aegina|Aigina|Oinone,3,https://pleiades.stoa.org/places/579844,"n the township of Athens, and in the isle of Aegina and Euboea, famous for ships, in Aegae"
pl-570299,Hydroussa/Hydrea (island),island,pin,37.33488,23.47409,75.5,10,8,shakespeare-william/02-first-folio.md(3); shakespeare-william/06-coriolanus.md(1); shakespeare-william/09-first-part-of-king-henry-the-fourth.md(1); shakespeare-william/10-second-part-of-king-henry-the-fourth.md(1),Hydra,3,https://pleiades.stoa.org/places/570299,"owglas. Dow. Another King? They grow like Hydra's heads: I am the Dowglas, fatall to a"
pl-540740,Doris,region|map label location,pin,38.72285,22.42477,140.2,32,7,flavius-josephus/01-antiquities.md(9); flavius-josephus/02-wars-of-the-jews.md(7); flavius-josephus/wars-book-01.md(7); flavius-josephus/antiquities-book-19.md(5),Doris,0,https://pleiades.stoa.org/places/540740,he Malians from the land which is now called Doris. 44. These were the Peloponnesians who
pl-969121823,Areopagus,hill,pin,37.97237,23.72337,1.3,19,7,plutarch/04-solon.md(6); solon/01-the-crisis.md(5); plutarch/05-pericles.md(3); solon/03-the-constitution.md(2),Areopagus,0,https://pleiades.stoa.org/places/969121823,"ing their mystic runes upon the Lions of the Areopagus, and filling the heart of even the"
pl-570102,Arcadia,region,wash,37.56503,22.29917,133.9,12,7,lycurgus/06-herodotus-book-one.md(3); livy/02-romulus-remus.md(2); herodotus/03-thermopylai.md(2); romulus/01-livy-the-founding.md(2),Arcadia,1,https://pleiades.stoa.org/places/570102,"atine hill, which, from Palanteum, a city of Arcadia, was first called Palatium, and after"
pl-540689,Boeotia,region,wash,38.3169,23.13492,63.7,12,7,herodotus/04-salamis.md(3); thucydides/01-the-method.md(2); thucydides/02-the-funeral-oration.md(2); thucydides/06-the-defeat.md(2),Boeotia,0,https://pleiades.stoa.org/places/540689,"in full force waiting for the Barbarians in Boeotia; they found however nothing of this,"
pl-580062,Peiraieus/Piraeus,region|settlement|deme (Athenian),pin,37.93722,23.64461,8.9,9,7,thucydides/02-the-funeral-oration.md(3); thucydides/03-the-plague.md(1); thucydides/05-the-sicilian-expedition.md(1); theseus/04-hippolytus.md(1),Piraeus,0,https://pleiades.stoa.org/places/580062,"Phaleric. Then there were the Long Walls to Piraeus, a distance of some four miles and a"
pl-368305524,Orchestra in the Agora of Athens,"theatre, theater",wash,37.97484,23.72252,1.1,7,7,augustus-caesar/04-the-settlement.md(1); cleopatra/04-suetonius-julius.md(1); cleopatra/05-suetonius-augustus.md(1); theseus/04-hippolytus.md(1),Orchestra|orchestra,4,https://pleiades.stoa.org/places/368305524,"ose which were allies of Rome, to sit in the orchestra; having found that some manumitted"
pl-570292,Hermion(e),settlement|port,pin,37.38522,23.24359,79.0,91,6,shakespeare-william/39-winter-s-tale.md(63); shakespeare-william/02-first-folio.md(22); herodotus/04-salamis.md(3); thucydides/03-the-plague.md(1),HERMIONE|Hermion|Hermione,0,https://pleiades.stoa.org/places/570292,"urians ten, the Troizenians five, the men of Hermion 2601 three, these all, except the Her"
pl-560353,Cyclades Islands,"archipelago, island group|island",wash,36.97423,25.42684,187.3,7,6,theseus/02-the-labyrinth-and-icarus.md(2); julius-caesar/civil-war-3.md(1); thucydides/01-the-method.md(1); thucydides/02-the-funeral-oration.md(1),Cyclades,0,https://pleiades.stoa.org/places/560353,"ollected a numerous fleet from Asia, and the Cyclades, from Corcyra, Athens, Pontus, Bithy"
pl-570707,Tegea,settlement,pin,37.4553,22.42067,129.1,21,5,lycurgus/06-herodotus-book-one.md(15); lycurgus/05-plutarch-agis.md(3); herodotus/03-thermopylai.md(1); theseus/00-plutarch-theseus.md(1),Tegea,0,https://pleiades.stoa.org/places/570707,"artans three hundred hoplites; of the men of Tegea and Mantineia a thousand, half from eac"
pl-570498,Mysia (settlement),sanctuary (religious center)|settlement,pin,37.72396,22.72625,92.5,19,5,flavius-josephus/02-wars-of-the-jews.md(9); flavius-josephus/wars-book-07.md(5); flavius-josephus/wars-book-04.md(3); lycurgus/06-herodotus-book-one.md(1),Mysia,0,https://pleiades.stoa.org/places/570498,"rneus in , (now this Atarneus is a region of Mysia 162 opposition Lesbos). So the Persians"
pl-599604,"Eileithyaia, Zeus Hypatos, Aphrodite?, T.",ruin|sanctuary (religious center),pin,37.10066,25.17631,161.1,17,5,lycurgus/06-herodotus-book-one.md(6); apollo/08-pindar-pythian.md(5); theseus/04-hippolytus.md(4); apollo/02-homeric-hymn-pythian.md(1),APHRODITE|Aphrodite,1,https://pleiades.stoa.org/places/599604,"ful Seasons dance with Harmonia and Hebe and Aphrodite, daughter of Zeus, holding each oth"
pl-541140,Thermopylae,"fort, tower (deprecated)|pass, ""gates"" (landform)",pin,38.796,22.54364,137.1,13,5,herodotus/03-thermopylai.md(7); herodotus/04-salamis.md(3); plutarch/09-alexander.md(1); flavius-josephus/02-wars-of-the-jews.md(1),Thermopylae|Thermopylai,0,https://pleiades.stoa.org/places/541140,"s place is called by the Hellenes in general Thermopylai, but by the natives of the place"
pl-570467,Megalopolis,settlement|archaeological site,pin,37.41427,22.1264,154.4,10,5,flavius-josephus/01-antiquities.md(3); flavius-josephus/antiquities-book-12.md(3); lycurgus/05-plutarch-agis.md(2); plutarch/09-alexander.md(1),Megalopolis,0,https://pleiades.stoa.org/places/570467,"son Agis. He being killed by Antipater near Megalopolis, and leaving no issue, was succee"
pl-541012,Parnassus (mountain),mountain,pin,38.53516,22.62206,114.3,8,5,apollo/02-homeric-hymn-pythian.md(4); apollo/05-ovid-daphne.md(1); apollo/07-sophocles-oedipus.md(1); dante-alighieri/06-purgatorio-xxx-xxxi.md(1),Parnassus,0,https://pleiades.stoa.org/places/541012,ry great--build at Crisa below the glades of Parnassus: there no bright chariot will clash
pl-541021,Pelion (mountain),mountain,pin,39.40822,23.06653,168.5,8,5,apollo/08-pindar-pythian.md(3); shakespeare-william/02-first-folio.md(2); apollo/01-homeric-hymn-delian.md(1); shakespeare-william/08-hamlet-prince-of-denmark.md(1),Pelion,0,https://pleiades.stoa.org/places/541021,"parethus near the sea, in Thracian Athos and Pelion's towering heights and Thracian Samos"
pl-541063,Plataea,settlement|archaeological site|abbey church,pin,38.22108,23.27354,47.7,14,4,thucydides/02-the-funeral-oration.md(10); apollo/08-pindar-pythian.md(2); thucydides/06-the-defeat.md(1); lycurgus/05-plutarch-agis.md(1),Plataea,0,https://pleiades.stoa.org/places/541063,te 2: Reading [Greek: erion].] [Footnote 3: Plataea.] [Footnote 4: I. e. it is better to
pl-541157,Trachis/Herakleia,settlement,pin,38.79204,22.44758,143.3,9,4,herodotus/03-thermopylai.md(6); herodotus/04-salamis.md(1); theseus/00-plutarch-theseus.md(1); plutarch/01-theseus.md(1),Trachis,1,https://pleiades.stoa.org/places/541157,"es, I say, was encamped within the region of Trachis in the land of the Malians, and the H"
pl-676120271,Basilica,building|basilica,pin,37.97584,23.72387,0.9,7,4,augustus-caesar/01-the-deeds.md(3); cleopatra/05-suetonius-augustus.md(2); augustus-caesar/04-the-settlement.md(1); augustus-caesar/07-the-death.md(1),Basilica|basilica,0,https://pleiades.stoa.org/places/676120271,to its course.[101] The Forum Julium and the basilica which was between the temple of Cast
pl-541052,Phthiotis,district|map label location,pin,39.32171,22.37825,189.4,6,4,apollo/06-iliad-book-one.md(2); thucydides/01-the-method.md(2); apollo/08-pindar-pythian.md(1); plutarch/05-pericles.md(1),Phthia|Phthiotis,0,https://pleiades.stoa.org/places/541052,r cut down my harvests on the rich plains of Phthia; for between me and them there is a gr
pl-540701,Chaeronea,settlement|acropolis,pin,38.49397,22.84143,96.0,5,4,plutarch/09-alexander.md(2); cleopatra/01-plutarch-antony.md(1); theseus/00-plutarch-theseus.md(1); plutarch/01-theseus.md(1),Chaeronea,0,https://pleiades.stoa.org/places/540701,", news came of Antony's defeat, and so saved Chaeronea, for all Antony's purveyors and sol"
pl-540700,Cephisus (river),"river, drainage",pin,38.51122,22.89421,93.5,4,4,theseus/00-plutarch-theseus.md(1); theseus/05-oedipus-at-colonus.md(1); plutarch/01-theseus.md(1); plutarch/09-alexander.md(1),Cephisus,0,https://pleiades.stoa.org/places/540700,"is journey, and was come as far as the river Cephisus, some of the race of the Phytalidae"
pl-580034,Temple of Nemesis,sanctuary (religious center)|temple,pin,38.21748,24.02727,36.9,4,4,apollo/08-pindar-pythian.md(1); plutarch/05-pericles.md(1); shakespeare-william/02-first-folio.md(1); shakespeare-william/12-first-part-of-henry-the-sixth.md(1),Nemesis,0,https://pleiades.stoa.org/places/580034,"r do they fight, and dwell unharmed of cruel Nemesis. In the eagerness of his valiant hea"
pl-541146,Thisbe,"settlement|church, monastery (deprecated)",pin,38.26089,22.96779,73.3,58,3,shakespeare-william/24-a-midsummer-night-s-dream.md(56); shakespeare-william/22-merchant-of-venice.md(1); shakespeare-william/30-romeo-and-juliet.md(1),THISBE|Thisbe,0,https://pleiades.stoa.org/places/541146,"that night. JESSICA. In such a night Did Thisbe fearfully o’ertrip the dew, And saw t"
pl-580072,Phaleron,settlement|port|deme (Athenian),pin,37.93731,23.70625,5.5,7,3,herodotus/04-salamis.md(5); theseus/00-plutarch-theseus.md(1); plutarch/01-theseus.md(1),Phaleron|Phalerum,0,https://pleiades.stoa.org/places/580072,"os, and in other three days they had reached Phaleron. And, as I suppose, they made their"
pl-570454,Malea,settlement,pin,37.32756,22.16878,155.4,5,3,lycurgus/06-herodotus-book-one.md(3); apollo/02-homeric-hymn-pythian.md(1); lycurgus/05-plutarch-agis.md(1),Malea,0,https://pleiades.stoa.org/places/570454,"swift ship from behind. First they passed by Malea, and then along the Laconian coast they"
pl-541024,Peparethus (island),island,pin,39.13527,23.68534,128.1,5,3,romulus/00-plutarch-romulus.md(2); plutarch/02-romulus.md(2); apollo/01-homeric-hymn-delian.md(1),Peparethus,0,https://pleiades.stoa.org/places/541024,"famous for ships, in Aegae and Eiresiae and Peparethus near the sea, in Thracian Athos an"
pl-560221,Aegaeum Mare,"water, open",wash,38.91396,24.91724,146.4,4,3,apollo/05-ovid-daphne.md(2); flavius-josephus/01-antiquities.md(1); flavius-josephus/antiquities-book-13.md(1),AEgean Sea|Aegean Sea,2,https://pleiades.stoa.org/places/560221,"aving been born in the Isle of Delos, in the AEgean Sea. The Peneus was a river of The"
pl-540618,Akyphas/Pindos,settlement,pin,38.68549,22.37987,141.1,4,3,apollo/08-pindar-pythian.md(2); herodotus/04-salamis.md(1); lycurgus/06-herodotus-book-one.md(1),Pindos,0,https://pleiades.stoa.org/places/540618,"rosperously, when they were come down out of Pindos and drew near in honour to the Tyndari"
pl-203037083,Castalian spring,spring,pin,38.48305,22.50542,120.3,4,3,apollo/08-pindar-pythian.md(2); cleopatra/05-suetonius-augustus.md(1); shakespeare-william/44-venus-and-adonis.md(1),Castalia|Kastalia,0,https://pleiades.stoa.org/places/203037083,"am: also I have sent to ask of the oracle at Kastalia whether it be worth the quest, and t"
pl-580051,Pallene,settlement|deme (Athenian),pin,38.0184,23.84902,11.3,4,3,herodotus/04-salamis.md(2); theseus/00-plutarch-theseus.md(1); plutarch/01-theseus.md(1),Pallene,0,https://pleiades.stoa.org/places/580051,"e about to run them aground, but Ameinias of Pallene, an Athenian, put forth with his ship"
pl-540808,Helicon (mountain),mountain,pin,38.35278,22.8225,89.1,3,3,cleopatra/05-suetonius-augustus.md(1); cleopatra/06-horace-book-one.md(1); plutarch/09-alexander.md(1),Helicon,0,https://pleiades.stoa.org/places/540808,"mage of the voice Shall in the shades of Helicon repeat, etc. The Satires of Horace a"
pl-122572945,Lyceum,"sanctuary (religious center)|architectural complex|gymnasium, gymnasion",pin,37.97403,23.74338,1.8,3,3,theseus/00-plutarch-theseus.md(1); helen-keller/01-story-of-my-life.md(1); plutarch/01-theseus.md(1),Lyceum|lyceum,0,https://pleiades.stoa.org/places/122572945,"ing in from the Palladium, Ardettus, and the Lyceum, they charged their right wing, and be"
pl-570479,Messene,settlement,pin,37.1753,21.92005,182.9,3,3,apollo/08-pindar-pythian.md(1); lycurgus/01-plutarch-lycurgus.md(1); flavius-josephus/03-against-apion.md(1),Messene,1,https://pleiades.stoa.org/places/570479,"ghty spear. Then the heart of the old man of Messene was troubled, and he cried unto his s"
pl-116035285,Munychia,"hill|fort, tower (deprecated)",pin,37.9406,23.6559,7.9,3,3,herodotus/04-salamis.md(1); thucydides/02-the-funeral-oration.md(1); plutarch/04-solon.md(1),Munychia,0,https://pleiades.stoa.org/places/116035285,d all the passage with their ships as far as Munychia. And for this reason they put out th
pl-541048,Phocis,region,wash,38.55571,22.68658,110.9,3,3,apollo/07-sophocles-oedipus.md(1); thucydides/02-the-funeral-oration.md(1); plutarch/05-pericles.md(1),Phocis,0,https://pleiades.stoa.org/places/541048,happen? Dost thou know the place? JOCASTA Phocis the land is called; the spot is where
pl-540714,Cithaeron (mountain),mountain,pin,38.1842,23.24919,47.4,9,2,apollo/07-sophocles-oedipus.md(8); marcus-aurelius/book-11.md(1),Cithaeron,0,https://pleiades.stoa.org/places/540714,ted together and he was left to die on Mount Cithaeron. But a shepherd found the babe and
pl-570736,Thyrea(tis),region|settlement,wash,37.25,22.75,118.6,7,2,lycurgus/06-herodotus-book-one.md(5); thucydides/02-the-funeral-oration.md(2),Thyrea,0,https://pleiades.stoa.org/places/570736,". The banished Aeginetans found an asylum in Thyrea, which was given to them by Lacedaemon"
pl-540583,Abantes,"map label location|people, tribe (historical cultural group)",pin,38.62902,23.70687,71.8,4,2,theseus/00-plutarch-theseus.md(2); plutarch/01-theseus.md(2),Abantes,0,https://pleiades.stoa.org/places/540583,"the fore part of his head, as Homer says the Abantes did.% And this sort of tonsure was f"
pl-599794,Melas?,settlement,pin,37.09577,25.43471,180.0,4,2,flavius-josephus/01-antiquities.md(2); flavius-josephus/antiquities-book-16.md(2),Melas,0,https://pleiades.stoa.org/places/599794,"of Cappadocia from Archelaus, whose name was Melas; he was one of the principal rulers und"
pl-570668,Sicyon/Demetrias,settlement,pin,37.98382,22.71219,89.0,4,2,shakespeare-william/03-antony-and-cleopatra.md(3); cleopatra/01-plutarch-antony.md(1),Sicyon,1,https://pleiades.stoa.org/places/570668,"r husband, fell sick by the way, and died at Sicyon, so that an accommodation was the more"
pl-570317,Isthmos,isthmus,pin,37.94139,22.98778,65.0,3,2,apollo/08-pindar-pythian.md(2); cleopatra/04-suetonius-julius.md(1),Isthmos|isthmus of Corinth,0,https://pleiades.stoa.org/places/570317,"house. And I hereto am led by victories, at Isthmos five, and one pre-eminent, won at Oly"
pl-540946,Methone (Magnesian),settlement|acropolis,pin,39.3316,23.0527,160.9,3,2,thucydides/02-the-funeral-oration.md(2); thucydides/05-the-sicilian-expedition.md(1),Methone,0,https://pleiades.stoa.org/places/540946,y landed in Laconia and made an assault upon Methone; there being no garrison in the place
pl-570491,Mycenae,settlement,wash,37.72754,22.75383,90.1,3,2,apollo/08-pindar-pythian.md(2); herodotus/03-thermopylai.md(1),Mykenai|Mykene,1,https://pleiades.stoa.org/places/570491,"kedaimon, and from the Argive gulf, and from Mykenai. But now he shall in wedlock with a"
pl-168254096,Parthenon,temple,pin,37.97156,23.72658,1.4,3,2,helen-keller/02-letters-1887-1901.md(2); plutarch/05-pericles.md(1),Parthenon,0,https://pleiades.stoa.org/places/168254096,"were the Venus of Medici, the Minerva of the Parthenon, Diana, in her hunting costume, wit"
pl-541098,"Serapis, T.",temple,pin,38.58807,22.90915,98.1,3,2,plutarch/09-alexander.md(2); david-hume/02-of-miracles.md(1),Serapis,1,https://pleiades.stoa.org/places/541098,"is foot; in obedience to a vision of the god Serapis, who had enjoined them to have recour"
pl-579873,Aphidna,settlement|acropolis|deme (Athenian),pin,38.18709,23.8792,26.2,2,2,theseus/00-plutarch-theseus.md(1); plutarch/01-theseus.md(1),Aphidna,0,https://pleiades.stoa.org/places/579873,"e verses concerning Alycus And Alycus, upon Aphidna's plain By Theseus in the cause of He"
pl-570104,Argolis,region|map label location,pin,37.62633,22.92569,80.9,2,2,thucydides/02-the-funeral-oration.md(1); lycurgus/06-herodotus-book-one.md(1),Argolis,0,https://pleiades.stoa.org/places/570104,"he territory of Thyrea is on the frontier of Argolis and Laconia, reaching down to the sea"
pl-540717,Coronea,settlement,pin,38.3912,22.95711,81.2,2,2,plutarch/05-pericles.md(1); plutarch/06-alcibiades.md(1),Coronea,1,https://pleiades.stoa.org/places/540717,"f had been defeated and slain in battle near Coronea, and that many brave citizens had fal"
pl-540719,Cynoscephalae,hill,wash,39.25,22.75,164.4,2,2,theseus/00-plutarch-theseus.md(1); plutarch/01-theseus.md(1),Cynoscephalae,0,https://pleiades.stoa.org/places/540719,t shown many tombs of them near Scotussa and Cynoscephalae. This is as much as is worth t
pl-540723,Daulis,settlement|acropolis,pin,38.5075,22.72886,104.9,2,2,apollo/07-sophocles-oedipus.md(1); thucydides/02-the-funeral-oration.md(1),Daulis,0,https://pleiades.stoa.org/places/540723,t is where Branch roads from Delphi and from Daulis meet. OEDIPUS And how long is it sinc
pl-939242064,Demian Gate/Gate I,"gate (of a city), city gate|cave",pin,37.9739,23.7171,1.4,2,2,king-arthur/clay-stories.md(1); king-arthur/mabinogion-12-taliesin.md(1),gate I,0,https://pleiades.stoa.org/places/939242064,"nd strongest I have ever seen. At the castle gate I espied a man of right noble mien, who"
pl-570228,Epidauros,settlement,pin,37.63346,23.16016,63.3,2,2,herodotus/04-salamis.md(1); lycurgus/06-herodotus-book-one.md(1),Epidauros,0,https://pleiades.stoa.org/places/570228,"Salamis. Now the Eginetans are Dorians from Epidauros, and their island had formerly the"
pl-540783,Euripos,"water, open|bridge|strait",pin,38.46278,23.58944,54.6,2,2,apollo/08-pindar-pythian.md(1); herodotus/04-salamis.md(1),Euripos,0,https://pleiades.stoa.org/places/540783,ughter of Iphigenia far from her own land on Euripos' shore so sting her mother to the aro
pl-570313,Inachos (river),"river, drainage",pin,37.67423,22.66279,99.6,2,2,herodotus/01-the-proem.md(1); lycurgus/06-herodotus-book-one.md(1),Inachos,0,https://pleiades.stoa.org/places/570313,"Hellenes also agree, was Io the daughter of Inachos. These standing near to the stern of"
pl-580020,Mandra,settlement,pin,38.07474,23.49717,22.6,2,2,flavius-josephus/01-antiquities.md(1); flavius-josephus/antiquities-book-10.md(1),Mandra,0,https://pleiades.stoa.org/places/580020,"children, and came to a certain place called Mandra, and there they abode that day, for th"
pl-570504,Nemea,sanctuary (religious center)|archaeological site|temple,pin,37.80906,22.71068,91.3,2,2,plutarch/05-pericles.md(1); plutarch/06-alcibiades.md(1),Nemea,0,https://pleiades.stoa.org/places/570504,"arance drove many within their walls; and at Nemea, with main force, routed and raised a t"
pl-541008,Panopeos/Phanotis,settlement|archaeological site,pin,38.49529,22.79432,99.4,2,2,theseus/00-plutarch-theseus.md(1); plutarch/01-theseus.md(1),Panopeus,0,https://pleiades.stoa.org/places/541008,"d), being in love with Aegle the daughter of Panopeus, neither justly nor honorably; and l"
