key,name,kind,tier,lat,lon,from,until,locations,km,uri,why
pl-128439,Langobardi,"label, people",pin,48.51029,16.87530,300,640,0,1123.0,https://pleiades.stoa.org/places/128439,
pl-217015,Titeşti,fort,pin,45.41518,24.43850,-30,300,0,1123.1,https://pleiades.stoa.org/places/217015,
pl-599653,Hydissos,settlement,pin,37.13868,27.81124,-550,300,0,1123.1,https://pleiades.stoa.org/places/599653,
pl-599734,Kuyruklu Kale,settlement,pin,37.31099,27.83928,-550,-30,0,1123.1,https://pleiades.stoa.org/places/599734,
pl-558465760,Saranta Ekklēsiai,settlement,pin,41.73240,27.25140,300,2100,0,1123.1,https://pleiades.stoa.org/places/558465760,
pl-550707,*Maiboza/Iulia,settlement,pin,38.68106,27.92854,-550,300,0,1123.3,https://pleiades.stoa.org/places/550707,
pl-886756147,Kaymakçı,settlement,pin,38.62369,27.92981,-1650,2000,0,1123.3,https://pleiades.stoa.org/places/886756147,
pl-208943402,Untitled,"settlement, feature",pin,35.85130,2.51857,-30,640,0,1123.4,https://pleiades.stoa.org/places/208943402,
pl-171392,Untitled,road,wash,45.12859,5.22702,-30,640,0,1123.4,https://pleiades.stoa.org/places/171392,
pl-148201,Setius (mountain),mountain,pin,43.40203,3.68506,-550,2100,0,1123.5,https://pleiades.stoa.org/places/148201,
pl-511294,Kontadesdos (river),river,wash,41.75000,27.25000,-550,-330,0,1123.6,https://pleiades.stoa.org/places/511294,
pl-207038,Ciugud,settlement,pin,46.05003,23.61676,-30,300,0,1123.7,https://pleiades.stoa.org/places/207038,
pl-207066,Daia Română,settlement,pin,46.01663,23.66697,-30,300,0,1123.8,https://pleiades.stoa.org/places/207066,
pl-207185,Ighiu,fort,pin,46.14536,23.47995,-30,300,0,1123.8,https://pleiades.stoa.org/places/207185,
pl-552679,Sardis-Thyateira Road,"findspot, road",pin,38.62200,27.93800,-30,640,0,1124.0,https://pleiades.stoa.org/places/552679,
pl-295341,Sidi-bou-el-Messabih,villa,pin,36.59035,2.29179,-30,640,0,1124.1,https://pleiades.stoa.org/places/295341,
pl-207250,Lupsa,mine,pin,46.37697,23.13406,-30,300,0,1124.2,https://pleiades.stoa.org/places/207250,
pl-246894,Untitled,aqueduct,pin,41.62751,2.68945,-30,640,0,1124.3,https://pleiades.stoa.org/places/246894,
pl-716599,Menelaos,settlement,pin,31.96739,24.89277,-550,300,0,1124.4,https://pleiades.stoa.org/places/716599,
pl-295367,Trois Îlots,settlement,pin,36.62414,2.27916,-30,640,0,1124.5,https://pleiades.stoa.org/places/295367,
pl-295964,Untitled,aqueduct,wash,36.75000,2.25000,-30,300,0,1124.5,https://pleiades.stoa.org/places/295964,
pl-599739,Kynossema Pr.,cape,wash,36.75000,27.75000,-30,300,0,1124.5,https://pleiades.stoa.org/places/599739,
pl-511250,Enbeilos (river),river,wash,40.25000,27.75000,-30,300,0,1124.5,https://pleiades.stoa.org/places/511250,
pl-148198,Segusio?,settlement,pin,44.17680,4.27431,-30,300,0,1124.8,https://pleiades.stoa.org/places/148198,
pl-118775,*Kampoi,"label, people",pin,48.62191,15.62014,-30,300,0,1124.8,https://pleiades.stoa.org/places/118775,
pl-589741,Chalke (settlement),"settlement, island",pin,36.22424,27.61897,-550,2100,0,1124.9,https://pleiades.stoa.org/places/589741,
pl-118979,Straning,settlement,pin,48.61125,15.86359,-30,300,0,1124.9,https://pleiades.stoa.org/places/118979,
pl-207422,Şard,settlement,pin,46.12346,23.53123,-30,300,0,1124.9,https://pleiades.stoa.org/places/207422,
pl-167648,Antoger,mine,pin,45.72606,5.91882,-30,640,0,1125.0,https://pleiades.stoa.org/places/167648,
pl-167947,Umbennum,station,pin,44.83733,4.89321,-30,640,0,1125.0,https://pleiades.stoa.org/places/167947,
pl-207284,Miceşti Alba,settlement,pin,46.09973,23.56891,-30,300,0,1125.0,https://pleiades.stoa.org/places/207284,
pl-163388144,Gallo-Roman Villa at Saint-Paul-lès-Romans,"villa, settlement-modern",pin,45.06722,5.13241,-30,300,0,1125.2,https://pleiades.stoa.org/places/163388144,
pl-167668,Batiana,station,pin,44.83365,4.88619,-30,640,0,1125.2,https://pleiades.stoa.org/places/167668,
pl-148013,Le Barrou,villa,pin,43.42136,3.67408,-30,640,0,1125.4,https://pleiades.stoa.org/places/148013,
pl-550865,Saouenda,settlement,pin,38.09807,27.94457,-30,300,0,1125.4,https://pleiades.stoa.org/places/550865,
